name,num_var,num_const,isconstraint,isbounded,importtime
10FOLDTR,1000,1000,True,False,0.1731390228960663
3PK,30,0,False,False,0.0011416610796004534
A0ENDNDL,45006,15002,True,False,0.15068074106238782
A0ENINDL,45006,15002,True,False,0.33508671913295984
A0ENSNDL,45006,15002,True,False,0.3180532259866595
A0ESDNDL,45006,15002,True,False,0.149200479965657
A0ESINDL,45006,15002,True,False,0.34981605503708124
A0ESSNDL,45006,15002,True,False,0.32890777895227075
A0NNDNDL,60012,20004,True,False,0.40835987590253353
A0NNDNIL,60012,20004,True,False,0.20759919611737132
A0NNDNSL,60012,20004,True,False,0.20409131702035666
A0NNSNSL,60012,20004,True,False,0.42013211408630013
A0NSDSDL,60012,20004,True,False,0.2010966839734465
A0NSDSDS,6012,2004,True,False,0.04201215296052396
A0NSDSIL,60012,20004,True,False,0.4096647340338677
A0NSDSSL,60012,20004,True,False,0.42150385002605617
A0NSSSSL,60012,20004,True,False,0.4273449219763279
A2ENDNDL,45006,15002,True,False,0.3479532808996737
A2ENINDL,45006,15002,True,False,0.3018416790291667
A2ENSNDL,45006,15002,True,False,0.29326092707924545
A2ESDNDL,45006,15002,True,False,0.30218594800680876
A2ESINDL,45006,15002,True,False,0.16547423601150513
A2ESSNDL,45006,15002,True,False,0.38913579494692385
A2NNDNDL,60012,20004,True,False,0.5647759020794183
A2NNDNIL,60012,20004,True,False,0.2079893930349499
A2NNDNSL,60012,20004,True,False,0.416677009081468
A2NNSNSL,60012,20004,True,False,0.20178599492646754
A2NSDSDL,60012,20004,True,False,0.38833825616165996
A2NSDSIL,60012,20004,True,False,0.20186792104505002
A2NSDSSL,60012,20004,True,False,0.38960369187407196
A2NSSSSL,60012,20004,True,False,0.397405857918784
A4X12,130,385,True,False,0.03297877102158964
A5ENDNDL,45006,15002,True,False,0.2960580938961357
A5ENINDL,45006,15002,True,False,0.2986934401560575
A5ENSNDL,45006,15002,True,False,0.1481431140564382
A5ESDNDL,45006,15002,True,False,0.3221102370880544
A5ESINDL,45006,15002,True,False,0.1477186088450253
A5ESSNDL,45006,15002,True,False,0.2874468839727342
A5NNDNDL,60012,20004,True,False,0.4081495110876858
A5NNDNIL,60012,20004,True,False,0.4177332748658955
A5NNDNSL,60012,20004,True,False,0.4514219150878489
A5NNSNSL,60012,20004,True,False,0.20410002791322768
A5NSDSDL,60012,20004,True,False,0.20390582783147693
A5NSDSDM,6012,2004,True,False,0.04430309101007879
A5NSDSIL,60012,20004,True,False,0.4120212560519576
A5NSDSSL,60012,20004,True,False,0.20216132304631174
A5NSSNSM,6012,2004,True,False,0.0376977298874408
A5NSSSSL,60012,20004,True,False,0.41017700103111565
ACOPP118,344,608,True,False,0.008294832892715931
ACOPP14,38,68,True,False,0.001360755180940032
ACOPP30,72,142,True,False,0.0022444608621299267
ACOPP300,738,1422,True,False,0.03220271202735603
ACOPP57,128,274,True,False,0.003867500927299261
ACOPR118,344,726,True,False,0.024693993153050542
ACOPR14,38,82,True,False,0.0027009460609406233
ACOPR30,72,172,True,False,0.004046162124723196
ACOPR300,738,1722,True,False,0.03705995809286833
ACOPR57,128,331,True,False,0.023089927854016423
AGG,163,488,True,False,0.0031359500717371702
AIRCRFTA,8,5,True,False,0.019229186000302434
AIRCRFTB,8,0,False,False,0.0007229710463434458
AIRPORT,84,42,True,True,0.02445460599847138
AKIVA,2,0,False,False,0.0008415761403739452
ALJAZZAF,1000,1,True,False,0.010976993013173342
ALLINIT,4,0,False,False,0.0008044901769608259
ALLINITA,4,4,True,False,0.0007286521140486002
ALLINITC,4,1,True,False,0.0006970551330596209
ALLINITU,4,0,False,False,0.0006982870399951935
ALLINQP,50000,25000,True,False,0.5277183291036636
ALSOTAME,2,1,True,True,0.000990607077255845
ANTWERP,27,10,True,False,0.0008489058818668127
ARGAUSS,3,15,True,False,0.0006955252029001713
ARGLALE,200,400,True,False,0.0555288300383836
ARGLBLE,200,400,True,False,0.05923753301613033
ARGLCLE,200,399,True,False,0.06169455195777118
ARGLINA,200,0,False,False,0.07038593594916165
ARGLINB,200,0,False,False,0.06705825007520616
ARGLINC,200,0,False,False,0.059090079041197896
ARGTRIG,200,200,True,False,0.05303475400432944
ARGTRIGLS,10,0,False,False,0.0009850019123405218
ARTIF,5002,5000,True,False,0.06108690914697945
ARWHDNE,500,998,True,False,0.008128193905577064
ARWHEAD,5000,0,False,False,0.1142750910948962
AUG2D,20200,10000,True,False,0.11385569092817605
AUG2DC,20200,10000,True,False,0.20164619106799364
AUG2DCQP,20200,10000,True,False,0.10827166889794171
AUG2DQP,20200,10000,True,False,0.20130118797533214
AUG3D,27543,8000,True,False,0.12442457908764482
AUG3DC,27543,8000,True,False,0.2728488678112626
AUG3DCQP,27543,8000,True,False,0.13512115995399654
AUG3DQP,27543,8000,True,False,0.24676573486067355
AVGASA,8,10,True,True,0.0009527150541543961
AVGASB,8,10,True,True,0.0007072549778968096
AVION2,49,15,True,True,0.0008675700519233942
BA-L1,57,12,True,False,0.0007629350293427706
BA-L16,66462,167436,True,False,121.16093631694093
BA-L1LS,57,0,False,False,0.0011000430677086115
BA-L1SP,57,12,True,False,0.009981631068512797
BA-L1SPLS,57,0,False,False,0.010497475042939186
BARD,3,0,False,False,0.0009561041370034218
BARDNE,3,15,True,False,0.0007831188850104809
BATCH,48,73,True,False,0.0010324199683964252
BDEXP,5000,0,False,False,0.04629039508290589
BDQRTIC,5000,0,False,False,0.1278917829040438
BDVALUE,5002,5000,True,False,0.032008753856644034
BDVALUES,10002,10000,True,False,0.06308441702276468
BEALE,2,0,False,False,0.0008902850095182657
BENNETT5,3,154,True,False,0.0013930159620940685
BENNETT5LS,3,0,False,False,0.0014497931115329266
BIGBANK,2230,1112,True,True,0.018286542035639286
BIGGS3,6,0,False,False,0.000991589855402708
BIGGS5,6,0,False,False,0.0007779279258102179
BIGGS6,6,0,False,False,0.0007491880096495152
BIGGS6NE,6,13,True,False,0.0007566898129880428
BIGGSB1,5000,0,False,False,0.03900002897717059
BIGGSC4,4,7,True,True,0.0012520190794020891
BLEACHNG,17,0,False,False,0.04320788290351629
BLOCKQP1,10010,5001,True,True,0.10219204681925476
BLOCKQP2,10010,5001,True,True,0.10417222115211189
BLOCKQP3,10010,5001,True,True,0.10987297096289694
BLOCKQP4,10010,5001,True,True,0.11199662112630904
BLOCKQP5,10010,5001,True,True,0.11553366901353002
BLOWEYA,4002,2002,True,False,0.03864567005075514
BLOWEYB,4002,2002,True,False,0.02326998906210065
BLOWEYC,4002,2002,True,False,0.04789665597490966
BOOTH,2,2,True,False,0.0010149069130420685
BOX,10000,0,False,False,0.2518479179125279
BOX2,3,0,False,False,0.0009546009823679924
BOX3,3,0,False,False,0.0007116759661585093
BOX3NE,3,10,True,False,0.0007037690375000238
BOXBOD,2,6,True,False,0.0006493169348686934
BOXBODLS,2,0,False,False,0.0007799658924341202
BOXPOWER,20000,0,False,False,0.16162545094266534
BQP1VAR,1,0,False,True,0.0008984410669654608
BQPGABIM,50,0,False,True,0.0009603151120245457
BQPGASIM,50,0,False,True,0.0009632529690861702
BQPGAUSS,2003,0,False,True,0.01775515591725707
BRAINPC0,6907,6900,True,False,0.28968232893384993
BRAINPC1,6907,6900,True,False,0.2519907080568373
BRAINPC2,13807,13800,True,False,0.9189184699207544
BRAINPC3,6907,6900,True,False,0.3401219139341265
BRAINPC4,6907,6900,True,False,0.2951336270198226
BRAINPC5,6907,6900,True,False,0.29335120879113674
BRAINPC6,6907,6900,True,False,0.2930057889316231
BRAINPC7,6907,6900,True,False,0.30538101214915514
BRAINPC8,6907,6900,True,False,0.31383766792714596
BRAINPC9,6907,6900,True,False,0.3041822658851743
BRATU1D,5003,0,False,False,0.1151967088226229
BRATU2D,5184,4900,True,False,0.03259575390256941
BRATU2DT,5184,4900,True,False,0.06402035895735025
BRATU3D,4913,3375,True,False,0.05039886082522571
BRIDGEND,2734,2727,True,False,0.01662219688296318
BRITGAS,450,360,True,False,0.015208595199510455
BRKMCC,2,0,False,False,0.0008001888636499643
BROWNAL,200,0,False,False,0.034974806010723114
BROWNALE,200,200,True,False,0.03649179683998227
BROWNBS,2,0,False,False,0.0009353058412671089
BROWNDEN,4,0,False,False,0.000832228921353817
BROWNDENE,4,0,False,False,0.0008141160942614079
BROYDN3D,5000,5000,True,False,0.054126091999933124
BROYDN3DLS,10,0,False,False,0.0009329060558229685
BROYDN7D,5000,0,False,False,0.059309232980012894
BROYDNBD,5000,5000,True,False,0.09502974292263389
BROYDNBDLS,10,0,False,False,0.0009713540785014629
BRYBND,5000,0,False,False,0.10256488295271993
BT1,2,1,True,False,0.0009307700674980879
BT10,2,2,True,False,0.0007055809255689383
BT11,5,3,True,False,0.0006631819996982813
BT12,5,3,True,False,0.0006646718829870224
BT13,5,1,True,False,0.0006529348902404308
BT2,3,1,True,False,0.0006520210299640894
BT3,5,3,True,False,0.0006548708770424128
BT4,3,2,True,False,0.0006423410959541798
BT5,3,2,True,False,0.0006798768881708384
BT6,5,2,True,False,0.0006550329271703959
BT7,5,3,True,False,0.0006590059492737055
BT8,5,2,True,False,0.0007450219709426165
BT9,4,2,True,False,0.000672750873491168
BTS4,36570,36310,True,True,0.45737116201780736
BURKEHAN,1,1,True,False,0.0010404950007796288
BYRDSPHR,3,2,True,False,0.0008419149089604616
C-RELOAD,342,284,True,False,0.017255425918847322
CAMEL6,2,0,False,True,0.0009225050453096628
CAMSHAPE,800,1603,True,True,0.025372281903401017
CANTILVR,5,1,True,False,0.0009714670013636351
CAR2,5999,4996,True,False,0.07645633304491639
CATENA,3003,1000,True,False,0.025181645061820745
CATENARY,3003,1000,True,False,0.02088203397579491
CATMIX,2403,1600,True,False,0.059487965889275074
CB2,3,3,True,False,0.0010185327846556902
CB3,3,3,True,False,0.0006978490855544806
CBRATU2D,3200,2888,True,False,0.04240578203462064
CBRATU3D,3456,2000,True,False,0.03730665915645659
CBS,11163,244,True,False,0.03562241303734481
CHACONN1,3,3,True,False,0.0009191411081701517
CHACONN2,3,3,True,False,0.0006687268614768982
CHAIN,802,401,True,False,0.020851318957284093
CHAINWOO,4000,0,False,False,0.0855604421813041
CHANDHEQ,100,100,True,False,0.03767763404175639
CHANNEL,9600,9598,True,False,0.12212031497620046
CHEBYQAD,100,0,False,True,0.023058074060827494
CHEMRCTA,5000,5000,True,False,0.06682004500180483
CHEMRCTB,5000,5000,True,False,0.053043868159875274
CHENHARK,5000,0,False,False,0.04773682402446866
CHNROSNB,50,0,False,False,0.0013656460214406252
CHNRSBNE,50,98,True,False,0.0010691860225051641
CHNRSNBM,50,0,False,False,0.001036431873217225
CHWIRUT1,3,214,True,False,0.001878810115158558
CHWIRUT1LS,3,0,False,False,0.0017967510502785444
CHWIRUT2,3,54,True,False,0.0008898309897631407
CHWIRUT2LS,3,0,False,False,0.0009610899724066257
CLIFF,2,0,False,False,0.0048413630574941635
CLNLBEAM,6003,4000,True,False,0.06708514015190303
CLPLATEA,5041,0,False,False,0.12507447111420333
CLPLATEB,5041,0,False,False,0.12084440002217889
CLPLATEC,5041,0,False,False,0.13543268386274576
CLUSTER,2,2,True,False,0.001488136826083064
CONCON,15,11,True,False,0.001339225098490715
CONGIGMZ,3,5,True,False,0.001232669921591878
CONT5-QP,40601,40200,True,True,0.524630845990032
CONT6-QQ,20002,10197,True,True,0.10044377599842846
COOLHANS,9,9,True,False,0.0010884960647672415
CORE1,65,59,True,False,0.0009459240827709436
CORE2,157,134,True,False,0.0013341219164431095
CORKSCRW,4506,3500,True,False,0.035995926009491086
COSHFUN,6001,2000,True,False,0.04704378708265722
COSINE,10000,0,False,False,0.08770395605824888
CRAGGLVY,5000,0,False,False,0.07960294606164098
CRESC100,6,200,True,False,0.007351160980761051
CRESC132,6,2654,True,False,0.21022196090780199
CRESC4,6,8,True,False,0.0009848650079220533
CRESC50,6,100,True,False,0.0014783309306949377
CSFI1,5,4,True,False,0.0006832010112702847
CSFI2,5,4,True,False,0.0006743138656020164
CUBE,2,0,False,False,0.0006607798859477043
CUBENE,2,2,True,False,0.0006943319458514452
CURLY10,10000,0,False,False,0.15478376299142838
CURLY20,10000,0,False,False,0.23941314010880888
CURLY30,10000,0,False,False,0.30665074405260384
CVXBQP1,10000,0,False,True,0.04969412786886096
CVXQP1,10000,5000,True,True,0.13138353591784835
CVXQP2,10000,2500,True,True,0.11497933999635279
CVXQP3,10000,7500,True,True,0.07416880899108946
CYCLIC3,100002,100002,True,False,0.5796479051932693
DALE,16514,405,True,False,0.1107741470914334
DALLASL,906,667,True,True,0.0058855770621448755
DALLASM,196,151,True,True,0.0018214480951428413
DALLASS,46,31,True,True,0.000895004952326417
DANWOOD,2,6,True,False,0.0007005429361015558
DANWOODLS,2,0,False,False,0.0007186441216617823
DECONVB,63,0,False,False,0.0016221168916672468
DECONVC,63,1,True,False,0.0016748690977692604
DECONVNE,63,40,True,False,0.0015773989725857973
DECONVU,63,0,False,False,0.0015310370363295078
DEGDIAG,100001,0,False,False,0.4748248909600079
DEGENLPA,20,15,True,True,0.0011764471419155598
DEGENLPB,20,15,True,True,0.000944158062338829
DEGENQP,50,125025,True,True,0.747176957083866
DEGENQPC,50,19625,True,True,0.13073301198892295
DEGTRID,100001,0,False,False,0.7710617948323488
DEGTRID2,100001,0,False,False,0.7473723019938916
DEGTRIDL,100001,1,True,False,0.8865146560128778
DEMBO7,16,20,True,True,0.0013530149590224028
DEMYMALO,3,3,True,False,0.0009027838241308928
DENSCHNA,2,0,False,False,0.0008371239528059959
DENSCHNB,2,0,False,False,0.0008282701019197702
DENSCHNC,2,0,False,False,0.0008652941323816776
DENSCHND,3,0,False,False,0.0008213859982788563
DENSCHNE,3,0,False,False,0.0008168800268322229
DENSCHNF,2,0,False,False,0.0007998200599104166
DIPIGRI,7,4,True,False,0.0008429968729615211
DISC2,29,23,True,False,0.001040071016177535
DISCS,36,66,True,False,0.001362222945317626
DITTERT,1133,1034,True,False,0.02556165703572333
DIXCHLNG,10,5,True,False,0.001208730973303318
DIXCHLNV,1000,500,True,False,0.4961424448993057
DIXMAANA,3000,0,False,False,0.015113168861716986
DIXMAANB,3000,0,False,False,0.02506638690829277
DIXMAANC,3000,0,False,False,0.029200911056250334
DIXMAAND,3000,0,False,False,0.028252585092559457
DIXMAANE,3000,0,False,False,0.015643588034436107
DIXMAANF,3000,0,False,False,0.028363050892949104
DIXMAANG,3000,0,False,False,0.02550779189914465
DIXMAANH,3000,0,False,False,0.016221795929595828
DIXMAANI,3000,0,False,False,0.030120714101940393
DIXMAANJ,3000,0,False,False,0.02555757504887879
DIXMAANK,3000,0,False,False,0.015876438934355974
DIXMAANL,3000,0,False,False,0.01583019201643765
DIXMAANM,3000,0,False,False,0.022690202109515667
DIXMAANN,3000,0,False,False,0.027025897055864334
DIXMAANO,3000,0,False,False,0.01635134289972484
DIXMAANP,3000,0,False,False,0.02863952307961881
DIXON3DQ,10000,0,False,False,0.08079213881865144
DJTL,2,0,False,False,0.0030408098828047514
DNIEPER,61,24,True,False,0.0009288049768656492
DQDRTIC,5000,0,False,False,0.11994055192917585
DQRTIC,5000,0,False,False,0.02212304901331663
DRCAV1LQ,4489,0,False,False,0.10617656609974802
DRCAV2LQ,4489,0,False,False,0.10728167300112545
DRCAV3LQ,4489,0,False,False,0.1149508620146662
DRCAVTY1,4489,3969,True,False,0.052240578923374414
DRCAVTY2,4489,3969,True,False,0.10344830015674233
DRCAVTY3,4489,3969,True,False,0.10467147082090378
DRUGDIS,6004,4000,True,False,0.3077219750266522
DRUGDISE,603,500,True,False,0.004587006056681275
DTOC1L,5998,3996,True,False,0.040089272893965244
DTOC1NA,5998,3996,True,False,0.11639173794537783
DTOC1NB,5998,3996,True,False,0.11942068883217871
DTOC1NC,5998,3996,True,False,0.11710096499882638
DTOC1ND,5998,3996,True,False,0.09943690779618919
DTOC2,5998,3996,True,False,0.03147731185890734
DTOC3,4499,2998,True,False,0.025605563074350357
DTOC4,4499,2998,True,False,0.04791353805921972
DTOC5,9999,4999,True,False,0.07816963992081583
DTOC6,10001,5000,True,False,0.06096311518922448
DUAL1,85,1,True,True,0.020343505078926682
DUAL2,96,1,True,True,0.01973365992307663
DUAL3,111,1,True,True,0.02354150591418147
DUAL4,75,1,True,True,0.016659168992191553
DUALC1,9,215,True,True,0.0021163520868867636
DUALC2,7,229,True,True,0.0018398819956928492
DUALC5,8,278,True,True,0.013659358955919743
DUALC8,8,503,True,True,0.003722378984093666
ECKERLE4,3,35,True,False,0.0008376550395041704
ECKERLE4LS,3,0,False,False,0.0008236519061028957
EDENSCH,2000,0,False,False,0.03278861287981272
EG1,3,0,False,False,0.0009340939577668905
EG2,1000,0,False,False,0.005833745934069157
EG3,10001,20000,True,False,0.4859142401255667
EIGENA,2550,2550,True,False,0.8354531519580632
EIGENA2,2550,1275,True,False,0.2121915949974209
EIGENACO,2550,1275,True,False,0.8411968080326915
EIGENALS,2550,0,False,False,0.6492151899728924
EIGENAU,2550,2550,True,False,0.6581719280220568
EIGENB,2550,2550,True,False,0.8535751388408244
EIGENB2,2550,1275,True,False,0.1149046269711107
EIGENBCO,2550,1275,True,False,0.6509826879482716
EIGENBLS,2550,0,False,False,0.8300930431578308
EIGENC,2652,2652,True,False,0.9112501488998532
EIGENC2,2652,1326,True,False,0.2249641080852598
EIGENCCO,2652,1326,True,False,0.8855654790531844
EIGENCLS,2652,0,False,False,0.915522342780605
EIGMAXA,101,101,True,True,0.0016220889519900084
EIGMAXB,101,101,True,True,0.0013537891209125519
EIGMAXC,202,202,True,True,0.0021184429060667753
EIGMINA,101,101,True,True,0.0013130169827491045
EIGMINB,101,101,True,True,0.0013955491594970226
EIGMINC,202,202,True,True,0.002105207182466984
ELATTAR,7,102,True,False,0.0014189628418534994
ELEC,600,200,True,False,0.14931294601410627
ENGVAL1,5000,0,False,False,0.08630703995004296
ENGVAL2,3,0,False,False,0.0010504780802875757
ENSO,9,168,True,False,0.003211282892152667
ENSOLS,9,0,False,False,0.0032427881378680468
EQC,9,3,True,True,0.0008199959993362427
ERRINBAR,18,9,True,False,0.0007882639765739441
ERRINROS,50,0,False,False,0.0011247789952903986
ERRINRSM,50,0,False,False,0.0011567571200430393
EXPFIT,2,0,False,False,0.0008715370204299688
EXPFITA,5,22,True,False,0.0008551559876650572
EXPFITB,5,102,True,False,0.021792111918330193
EXPFITC,5,502,True,False,0.004116106079891324
EXPLIN,1200,0,False,True,0.017165013821795583
EXPLIN2,1200,0,False,True,0.0028479050379246473
EXPQUAD,1200,0,False,False,0.006894736085087061
EXTRASIM,2,1,True,False,0.0009102930780500174
EXTROSNB,1000,0,False,False,0.016181372106075287
FBRAIN,2,2211,True,False,0.09169599786400795
FBRAIN2,4,2211,True,False,0.22513814992271364
FBRAIN2LS,4,0,False,True,0.22043297486379743
FBRAIN3,6,2211,True,False,0.3606578800827265
FBRAIN3LS,6,0,False,False,0.3585388781502843
FBRAINLS,2,0,False,True,0.10082536400295794
FCCU,19,8,True,False,0.0010478429030627012
FEEDLOC,90,259,True,True,0.002517904154956341
FERRISDC,2200,210,True,False,0.753440401982516
FIVE20B,34552,52983,True,True,0.5553355379961431
FIVE20C,34501,58825,True,True,0.5774099649861455
FLETBV3M,5000,0,False,False,0.08988188114017248
FLETCBV2,5000,0,False,False,0.09933599201031029
FLETCBV3,5000,0,False,False,0.1063551758415997
FLETCHBV,5000,0,False,False,0.061763823963701725
FLETCHCR,1000,0,False,False,0.008373528951779008
FLETCHER,4,4,True,False,0.0007707909680902958
FLOSP2HH,2883,2763,True,False,0.04058297793380916
FLOSP2HL,2883,2763,True,False,0.03879614290781319
FLOSP2HM,2883,2763,True,False,0.020583312027156353
FLOSP2TH,2883,2763,True,False,0.020496092038229108
FLOSP2TL,2883,2763,True,False,0.0421730421949178
FLOSP2TM,2883,2763,True,False,0.03078453801572323
FLT,2,2,True,False,0.000999170122668147
FMINSRF2,5625,0,False,False,0.0647723451256752
FMINSURF,5625,0,False,False,0.07570406491868198
FREURONE,2,2,True,False,0.0010197521187365055
FREUROTH,5000,0,False,False,0.10496553918346763
GASOIL,10403,10398,True,False,0.1356352020520717
GAUSS1,8,250,True,False,0.0037061760667711496
GAUSS1LS,8,0,False,False,0.0034005800262093544
GAUSS2,8,250,True,False,0.0034783021546900272
GAUSS2LS,8,0,False,False,0.0037335820961743593
GAUSS3,8,250,True,False,0.0035595521330833435
GAUSS3LS,8,0,False,False,0.003493107156828046
GAUSSELM,22140,61542,True,False,0.5321177060250193
GAUSSIAN,3,0,False,False,0.0030605560168623924
GBRAIN,2,2200,True,False,0.09118525311350822
GBRAINLS,2,0,False,False,0.10077633010223508
GENHS28,10,8,True,False,0.0010419939644634724
GENHUMPS,5000,0,False,False,0.04771815915592015
GENROSE,500,0,False,False,0.018954095896333456
GENROSEB,500,0,False,True,0.01420699805021286
GIGOMEZ1,3,3,True,False,0.0008848330471664667
GIGOMEZ2,3,3,True,False,0.0007335541304200888
